id,order_id,product_id,quantity
1664,665,137,2
1665,665,460,1
1666,666,311,4
1667,666,231,4
1668,667,246,3
1669,667,474,1
1670,667,26,1
1671,668,145,4
1672,668,446,5
1673,668,193,2
1674,668,331,4
1675,669,460,1
1676,669,48,2
1677,670,169,4
1678,670,471,2
1679,671,403,5
1680,671,159,4
1681,672,10,2
1682,673,34,3
1683,673,76,5
1684,673,449,1
1685,674,196,2
1686,675,412,5
1687,675,169,4
1688,675,341,5
1689,676,360,1
1690,677,125,3
1691,677,306,1
1692,678,146,4
1693,678,340,1
1694,678,310,3
1695,678,443,2
1696,679,380,5
1697,679,352,2
1698,679,227,1
1699,680,102,4
1700,681,269,1
1701,681,449,1
1702,681,140,2
1703,681,382,3
1704,682,282,2
1705,682,89,1
1706,682,401,3
1707,682,274,3
1708,683,148,5
1709,683,336,2
1710,683,363,1
1711,684,274,2
1712,684,472,2
1713,685,306,5
1714,685,62,1
1715,685,203,2
1716,686,457,3
1717,686,175,4
1718,686,427,2
1719,687,18,3
1720,687,353,4
1721,688,128,2
1722,689,74,1
1723,689,151,2
1724,689,421,2
1725,689,366,2
1726,690,342,5
1727,691,486,3
1728,691,369,4
1729,691,78,4
1730,692,383,2
1731,693,247,1
1732,693,423,4
1733,694,426,4
1734,694,161,3
1735,694,378,4
1736,695,391,4
1737,695,404,1
1738,696,440,4
1739,696,317,3
1740,697,120,5
1741,697,500,5
1742,697,361,5
1743,697,78,2
1744,698,51,2
1745,698,260,3
1746,699,457,2
1747,699,249,3
1748,699,40,4
1749,700,228,4
1750,700,194,5
1751,700,343,5
1752,700,29,3
1753,701,138,3
1754,701,205,4
1755,702,2,5
1756,703,208,1
1757,703,283,4
1758,703,123,3
1759,704,107,2
1760,704,99,2
1761,705,455,5
1762,706,289,2
1763,706,96,4
1764,706,441,3
1765,707,431,5
1766,707,17,1
1767,707,431,3
1768,708,452,5
1769,708,2,4
1770,708,451,4
1771,709,272,3
1772,709,269,5
1773,710,426,1
1774,710,24,1
1775,710,243,4
1776,711,274,1
1777,711,60,2
1778,712,213,4
1779,712,32,2
1780,713,319,3
1781,713,18,4
1782,713,298,1
1783,714,481,4
1784,715,69,1
1785,715,360,5
1786,716,415,3
1787,716,53,4
1788,717,56,3
1789,717,378,2
1790,717,102,5
1791,717,266,5
1792,718,24,2
1793,718,153,2
1794,718,343,2
1795,719,345,1
1796,720,451,5
1797,720,295,1
1798,720,99,5
1799,721,347,2
1800,721,444,5
1801,722,260,4
1802,722,374,3
1803,723,61,3
1804,723,407,3
1805,723,15,4
1806,723,62,2
1807,724,348,4
1808,725,197,1
1809,725,294,4
1810,725,41,3
1811,725,77,2
1812,726,292,4
1813,726,324,3
1814,727,440,1
1815,727,420,5
1816,727,250,5
1817,728,12,2
1818,729,125,2
1819,729,22,2
1820,729,99,2
1821,729,319,3
1822,730,47,5
1823,730,474,4
1824,731,376,3
1825,731,259,5
1826,732,448,2
1827,733,199,3
1828,733,500,2
1829,733,287,1
1830,733,237,2
1831,734,275,5
1832,734,396,1
1833,734,452,5
1834,735,389,3
1835,736,479,5
1836,737,237,2
1837,737,489,4
1838,737,341,2
1839,738,291,4
1840,738,111,1
1841,738,452,2
1842,739,394,1
1843,739,112,5
1844,740,50,1
1845,740,486,5
1846,741,89,1
1847,741,170,5
1848,741,4,5
1849,741,2,3
1850,742,388,5
1851,742,121,3
1852,743,328,3
1853,743,473,5
1854,743,368,4
1855,743,233,1
1856,744,347,1
1857,744,344,5
1858,745,305,5
1859,745,291,2
1860,745,363,2
1861,746,245,5
1862,746,467,2
1863,747,307,4
1864,747,269,2
1865,747,298,4
1866,747,440,4
1867,748,258,3
1868,749,388,1
1869,749,94,1
1870,750,13,1
1871,751,111,1
1872,751,131,3
1873,751,392,4
1874,751,185,5
1875,752,231,3
1876,752,425,5
1877,753,103,2
1878,754,465,5
1879,754,56,1
1880,755,33,4
1881,756,187,5
1882,756,60,3
1883,756,76,3
1884,756,475,1
1885,757,396,4
1886,757,99,2
1887,757,289,2
1888,757,318,1
1889,758,151,3
1890,758,393,4
1891,759,179,3
1892,759,368,4
1893,759,415,4
1894,759,192,4
1895,760,497,2
1896,760,311,1
1897,760,153,2
1898,760,486,1
1899,761,465,1
1900,761,335,1
1901,761,414,2
1902,761,76,4
1903,762,209,2
1904,763,173,1
1905,764,449,3
1906,764,261,2
1907,764,76,1
1908,764,399,1
1909,765,492,1
1910,765,435,2
1911,765,321,3
1912,766,243,2
1913,766,307,1
1914,766,345,2
1915,767,116,4
1916,768,409,2
1917,768,480,4
1918,768,345,5
1919,769,328,1
1920,769,442,5
1921,770,333,1
1922,770,226,3
1923,770,81,1
1924,770,344,1
1925,771,236,1
1926,771,453,1
1927,771,480,4
1928,771,392,3
1929,772,432,4
1930,772,88,3
1931,772,453,4
1932,772,321,4
1933,773,500,4
1934,773,200,1
1935,773,476,3
1936,773,275,2
1937,774,196,2
1938,775,190,5
1939,775,196,1
1940,775,237,2
1941,776,44,5
1942,776,40,4
1943,777,279,1
1944,777,59,1
1945,777,191,3
1946,778,11,4
1947,778,393,3
1948,779,477,4
1949,779,384,5
1950,779,155,5
1951,780,470,2
1952,780,134,4
1953,780,464,1
1954,780,423,1
1955,781,409,1
1956,781,3,3
1957,781,225,5
1958,781,79,4
1959,782,395,4
1960,782,276,3
1961,782,308,1
1962,782,193,4
1963,783,63,3
1964,783,283,3
1965,784,231,1
1966,784,279,4
1967,785,257,3
1968,785,203,5
1969,785,133,3
1970,786,457,3
1971,786,440,1
1972,786,313,4
1973,787,268,5
1974,787,319,5
1975,787,486,4
1976,788,347,3
1977,788,282,2
1978,789,470,1
1979,789,419,4
1980,790,72,4
1981,790,125,2
1982,791,76,2
1983,791,356,2
1984,792,254,5
1985,793,497,5
1986,793,110,3
1987,794,158,2
1988,794,10,3
1989,795,314,4
1990,796,106,1
1991,796,93,2
1992,796,443,3
1993,796,406,2
1994,797,34,3
1995,798,425,5
1996,798,107,4
1997,798,403,1
1998,799,95,5
1999,800,16,5
2000,800,165,4
2001,800,61,1
2002,800,94,1
2003,801,451,1
2004,801,5,5
2005,801,461,2
2006,801,3,4
2007,802,46,4
2008,802,465,1
2009,802,227,5
2010,803,390,1
2011,804,459,1
2012,804,438,4
2013,804,119,1
2014,804,318,5
2015,805,157,4
2016,805,500,3
2017,805,387,4
2018,806,275,5
2019,807,50,1
2020,807,142,3
2021,807,464,5
2022,807,124,3
2023,808,398,5
2024,808,287,2
2025,808,109,1
2026,808,236,4
2027,809,303,3
2028,809,370,4
2029,810,419,4
2030,810,83,3
2031,811,14,4
2032,811,62,1
2033,812,365,1
2034,812,358,1
2035,812,330,2
2036,813,282,4
2037,813,244,4
2038,813,258,2
2039,813,452,5
2040,814,483,1
2041,815,7,4
2042,815,321,4
2043,815,165,1
2044,816,187,5
2045,817,140,2
2046,817,195,1
2047,818,44,5
2048,818,262,4
2049,818,482,1
2050,818,189,1
2051,819,421,1
2052,819,437,3
2053,820,341,1
2054,820,124,5
2055,821,482,3
2056,822,268,4
2057,823,444,3
2058,823,67,2
2059,823,66,4
2060,823,284,5
2061,824,379,3
2062,824,413,3
2063,825,422,2
2064,826,346,5
2065,826,233,4
2066,827,26,1
2067,827,283,4
2068,827,372,2
2069,828,387,3
2070,828,132,1
2071,828,452,5
2072,829,310,3
2073,829,207,2
2074,829,63,2
2075,829,212,3
2076,830,37,5
2077,831,433,3
2078,831,211,5
2079,832,435,2
2080,832,428,4
2081,832,117,1
2082,833,263,2
2083,833,66,4
2084,833,376,1
2085,834,116,4
2086,834,410,4
2087,834,77,1
2088,835,114,2
2089,835,180,3
2090,836,243,4
2091,836,393,3
2092,836,63,4
2093,836,161,4
2094,837,305,3
2095,838,366,2
2096,838,331,3
2097,838,230,1
2098,838,292,1
2099,839,71,2
2100,839,117,1
2101,839,224,2
2102,840,373,2
2103,840,206,1
2104,841,484,4
2105,842,388,5
2106,842,452,4
2107,843,490,5
2108,844,172,1
2109,844,429,1
2110,845,330,2
2111,845,476,1
2112,845,150,2
2113,846,208,5
2114,846,254,1
2115,846,273,2
2116,847,81,2
2117,847,228,1
2118,848,189,4
2119,849,169,1
2120,850,137,2
2121,851,132,3
2122,852,386,3
2123,852,105,4
2124,853,222,5
2125,853,23,4
2126,853,499,3
2127,854,434,1
2128,855,341,3
2129,855,363,2
2130,855,207,3
2131,855,202,4
2132,856,425,2
2133,856,327,2
2134,856,352,2
2135,857,158,4
2136,857,149,1
2137,857,425,1
2138,857,115,3
2139,858,341,1
2140,859,360,4
2141,860,294,1
2142,860,116,4
2143,861,460,3
2144,861,422,1
2145,861,317,3
2146,862,95,4
2147,862,495,5
2148,862,190,4
2149,863,337,4
2150,863,207,4
2151,863,35,4
2152,863,447,1
2153,864,151,4
2154,864,122,5
2155,864,65,4
2156,865,277,4
2157,866,294,3
2158,867,461,3
2159,868,324,2
2160,868,154,2
2161,868,198,1
2162,868,196,3
2163,869,171,5
2164,869,138,3
2165,869,267,2
2166,870,24,4
2167,870,362,3
2168,871,312,3
2169,871,276,2
2170,872,388,3
2171,873,450,1
2172,874,68,2
2173,874,20,4
2174,874,290,2
2175,875,25,5
2176,875,119,1
2177,875,418,1
2178,876,459,2
2179,876,368,2
2180,877,122,1
2181,877,469,2
2182,878,344,4
2183,878,440,5
2184,878,318,4
2185,878,315,2
2186,879,407,5
2187,879,187,2
2188,879,203,1
2189,880,449,3
2190,880,492,5
2191,880,261,3
2192,880,345,5
2193,881,263,3
2194,881,246,4
2195,881,229,5
2196,882,249,5
2197,882,486,1
2198,883,114,4
2199,883,441,4
2200,884,83,5
2201,885,87,4
2202,885,67,2
2203,886,357,5
2204,886,326,4
2205,886,37,3
2206,886,401,3
2207,887,153,2
2208,887,134,2
2209,888,65,1
2210,889,31,2
2211,889,408,2
2212,890,113,4
2213,890,41,4
2214,891,91,3
2215,892,187,4
2216,892,76,1
2217,893,258,4
2218,893,334,4
2219,894,113,5
2220,895,264,1
2221,895,64,1
2222,895,437,4
2223,896,270,5
2224,896,174,4
2225,896,30,1
2226,897,116,5
2227,897,459,4
2228,897,180,4
2229,897,134,2
2230,898,309,2
2231,898,387,4
2232,898,232,1
2233,898,68,1
2234,899,321,1
2235,899,204,1
2236,899,139,4
2237,900,63,5
2238,900,253,2
2239,901,323,1
2240,901,473,1
2241,901,434,4
2242,902,366,3
2243,902,250,5
2244,902,354,1
2245,903,450,5
2246,903,352,4
2247,904,451,2
2248,905,5,4
2249,906,491,5
2250,907,26,1
2251,908,419,2
2252,909,428,3
2253,909,157,3
2254,909,297,3
2255,909,103,4
2256,910,323,1
2257,910,111,2
2258,910,232,5
2259,910,423,5
2260,911,284,3
2261,912,140,5
2262,912,282,4
2263,912,123,5
2264,912,256,4
2265,913,131,1
2266,914,483,4
2267,914,287,5
2268,914,242,1
2269,914,353,5
2270,915,82,3
2271,915,85,1
2272,916,18,4
2273,916,340,3
2274,917,234,1
2275,917,436,1
2276,917,243,4
2277,917,408,5
2278,918,371,1
2279,918,68,4
2280,918,146,5
2281,919,46,5
2282,920,267,2
2283,920,489,5
2284,920,430,2
2285,920,167,5
2286,921,416,4
2287,921,224,4
2288,921,379,3
2289,922,38,3
2290,922,154,5
2291,923,17,2
2292,924,393,3
2293,925,170,1
2294,925,182,4
2295,925,61,5
2296,926,375,4
2297,926,419,5
2298,926,245,1
2299,926,317,2
2300,927,94,1
2301,927,302,5
2302,928,70,1
2303,929,157,5
2304,929,229,2
2305,929,249,1
2306,929,169,1
2307,930,466,1
2308,930,292,2
2309,930,187,1
2310,931,123,2
2311,931,489,1
2312,931,318,2
2313,932,367,3
2314,932,8,5
2315,932,347,3
2316,932,187,2
2317,933,186,3
2318,933,247,4
2319,933,73,2
2320,934,16,4
2321,935,316,3
2322,935,50,3
2323,935,109,3
2324,936,44,4
2325,937,294,1
2326,937,40,4
2327,937,255,5
2328,937,128,3
2329,938,135,1
2330,938,351,4
2331,938,143,1
2332,939,462,1
2333,939,62,2
2334,939,270,1
2335,939,81,2
2336,940,4,4
2337,940,71,5
2338,940,271,5
2339,940,214,2
2340,941,436,2
2341,941,256,2
2342,941,178,3
2343,941,42,2
2344,942,411,5
2345,942,420,3
2346,942,424,1
2347,942,67,3
2348,943,437,3
2349,943,151,2
2350,943,170,3
2351,944,297,5
2352,944,75,2
2353,945,357,3
2354,945,278,2
2355,945,7,2
2356,945,396,2
2357,946,94,1
2358,946,423,4
2359,946,80,5
2360,947,420,1
2361,948,491,3
2362,948,207,5
2363,948,267,5
2364,948,225,1
2365,949,395,2
2366,950,349,4
2367,950,495,5
2368,950,313,5
2369,951,72,5
2370,951,168,5
2371,952,393,1
2372,952,427,1
2373,952,263,1
2374,952,293,1
2375,953,292,3
2376,954,249,1
2377,954,379,2
2378,954,391,5
2379,954,303,3
2380,955,384,1
2381,955,334,2
2382,955,243,1
2383,955,49,4
2384,956,5,5
2385,957,225,5
2386,957,287,4
2387,957,57,1
2388,958,130,2
2389,958,309,4
2390,958,236,1
2391,958,415,2
2392,959,482,2
2393,959,474,5
2394,960,173,4
2395,960,68,5
2396,961,420,4
2397,961,415,3
2398,961,484,5
2399,961,373,4
2400,962,211,2
2401,962,89,4
2402,963,391,2
2403,963,355,2
2404,963,201,2
2405,964,149,1
2406,964,41,2
2407,964,361,3
2408,965,430,3
2409,965,282,3
2410,965,91,5
2411,965,250,5
2412,966,65,1
2413,966,404,1
2414,967,228,1
2415,967,416,1
2416,967,291,1
2417,968,309,4
2418,968,3,1
2419,968,481,1
2420,968,369,5
2421,969,84,2
2422,969,401,5
2423,970,264,4
2424,971,390,2
2425,971,480,3
2426,972,289,5
2427,972,35,3
2428,972,25,5
2429,973,393,1
2430,974,6,1
2431,975,237,4
2432,975,36,2
2433,975,264,4
2434,976,366,1
2435,976,457,2
2436,977,262,3
2437,977,489,5
2438,977,137,1
2439,978,271,1
2440,979,272,4
2441,979,349,3
2442,979,440,5
2443,979,134,5
2444,980,379,2
2445,981,426,5
2446,982,473,5
2447,982,267,5
2448,983,486,2
2449,983,393,1
2450,983,121,4
2451,984,58,3
2452,985,168,3
2453,985,13,4
2454,985,4,3
2455,985,364,5
2456,986,451,2
2457,986,414,5
2458,986,180,1
2459,987,321,5
2460,987,306,1
2461,988,85,1
2462,989,136,3
2463,990,283,5
2464,990,132,5
2465,991,85,2
2466,991,465,1
2467,991,360,2
2468,991,2,4
2469,992,382,5
2470,992,144,3
2471,992,264,5
2472,992,22,1
2473,993,245,2
2474,993,52,5
2475,993,325,4
2476,994,97,1
2477,995,236,2
2478,995,90,1
2479,995,444,1
2480,996,70,4
2481,996,116,3
2482,997,364,3
2483,997,69,1
2484,997,324,4
2485,997,60,5
2486,998,194,2
2487,998,275,4
2488,998,463,1
2489,999,378,1
2490,999,280,5
2491,999,293,4
2492,999,238,5
2493,1000,30,2
2494,1001,285,5
2495,1001,225,3
2496,1001,15,2
2497,1002,426,1
2498,1002,98,3
2499,1002,347,2
2500,1003,282,5
2501,1003,427,5
2502,1003,67,5
2503,1003,310,4
2504,1004,167,2
2505,1004,417,4
2506,1004,276,5
2507,1005,5,3
2508,1005,353,5
2509,1005,163,2
2510,1005,289,1
2511,1006,25,5
2512,1006,286,3
2513,1006,136,5
2514,1007,214,2
2515,1008,17,2
2516,1009,284,4
2517,1009,399,2
2518,1009,233,5
2519,1010,338,3
2520,1011,489,1
2521,1011,453,1
2522,1012,336,1
2523,1012,278,1
2524,1013,97,3
2525,1013,188,5
2526,1014,129,3
2527,1014,46,4
2528,1014,492,5
2529,1014,284,3
2530,1015,293,2
2531,1015,341,2
2532,1016,373,4
2533,1016,34,3
2534,1016,121,1
2535,1017,332,1
2536,1017,82,3
2537,1017,484,2
2538,1018,111,3
2539,1018,14,4
2540,1018,459,2
2541,1019,296,5
2542,1019,68,4
2543,1019,374,4
2544,1020,338,1
2545,1020,214,3
2546,1020,91,5
2547,1020,124,3
2548,1021,411,3
2549,1022,214,4
2550,1022,353,5
2551,1023,368,5
2552,1023,105,2
2553,1023,255,4
2554,1023,431,3
2555,1024,59,3
2556,1025,137,4
2557,1026,356,2
2558,1026,157,5
2559,1026,473,2
2560,1027,497,4
2561,1027,310,1
2562,1027,50,2
2563,1027,328,1
2564,1028,2,3
2565,1028,335,5
2566,1028,278,2
2567,1029,441,2
2568,1030,225,5
2569,1030,465,3
2570,1030,123,4
2571,1031,376,1
2572,1031,338,4
2573,1031,494,4
2574,1032,232,5
2575,1032,206,2
2576,1032,461,2
2577,1032,205,1
2578,1033,142,2
2579,1033,312,4
2580,1033,316,4
2581,1034,460,2
2582,1034,198,5
2583,1035,38,1
2584,1035,4,2
2585,1035,247,2
2586,1035,307,3
2587,1036,268,2
2588,1037,3,3
2589,1037,291,2
2590,1037,257,2
2591,1038,184,2
2592,1038,14,1
2593,1038,500,5
2594,1038,478,1
2595,1039,271,5
2596,1040,462,3
2597,1040,293,4
2598,1040,135,4
2599,1041,230,3
2600,1041,285,4
2601,1042,41,1
2602,1043,243,5
2603,1043,402,5
2604,1044,98,3
2605,1044,275,4
2606,1044,161,1
2607,1045,386,5
2608,1045,341,1
2609,1045,79,1
2610,1045,308,1
2611,1046,216,1
2612,1046,71,2
2613,1047,86,1
2614,1047,338,3
2615,1047,2,2
2616,1048,144,5
2617,1048,358,5
2618,1048,167,4
2619,1049,444,3
2620,1050,338,2
2621,1050,436,3
2622,1050,231,1
2623,1051,245,5
2624,1051,154,5
2625,1052,181,1
2626,1052,137,2
2627,1052,28,4
2628,1053,490,1
2629,1053,6,5
2630,1053,418,3
2631,1054,97,3
2632,1054,24,1
2633,1055,18,3
2634,1055,299,3
2635,1055,227,3
2636,1055,441,5
2637,1056,86,3
2638,1057,274,2
2639,1057,126,2
2640,1057,178,3
2641,1058,398,1
2642,1058,107,1
2643,1059,96,4
2644,1060,388,2
2645,1060,47,3
2646,1060,97,1
2647,1061,75,1
2648,1061,348,4
2649,1061,52,1
2650,1062,139,3
2651,1062,321,2
2652,1062,280,1
2653,1063,24,1
2654,1064,91,3
2655,1064,494,1
2656,1064,85,3
2657,1064,210,2
2658,1065,329,1
2659,1065,33,2
2660,1066,228,1
2661,1067,202,1
2662,1067,338,4
2663,1067,440,2
2664,1067,345,1
2665,1068,420,3
2666,1069,403,4
2667,1069,391,3
2668,1070,289,2
2669,1070,58,1
2670,1070,227,3
2671,1071,13,2
2672,1071,313,5
2673,1071,125,2
2674,1072,211,5
2675,1072,342,3
2676,1072,218,1
2677,1072,206,2
2678,1073,150,1
2679,1073,133,2
2680,1073,295,1
2681,1073,15,3
2682,1074,400,5
2683,1075,248,1
2684,1075,463,2
2685,1076,124,4
2686,1076,218,2
2687,1076,281,5
2688,1076,163,5
2689,1077,299,4
2690,1077,190,4
2691,1077,439,2
2692,1078,424,2
2693,1078,497,2
2694,1078,253,2
2695,1079,85,5
2696,1079,190,1
2697,1080,431,5
2698,1080,99,1
2699,1080,496,3
2700,1081,166,4
2701,1081,138,1
2702,1081,273,5
2703,1082,111,1
2704,1082,200,5
2705,1082,269,2
2706,1082,85,5
2707,1083,360,3
2708,1083,440,2
2709,1084,274,4
2710,1084,17,1
2711,1084,313,3
2712,1085,312,5
2713,1085,183,2
2714,1086,473,4
2715,1086,138,5
2716,1087,410,1
2717,1088,187,4
2718,1088,14,2
2719,1088,296,1
2720,1089,286,2
2721,1090,213,3
2722,1090,340,2
2723,1091,245,2
2724,1091,403,4
2725,1092,232,1
2726,1092,214,5
2727,1092,269,3
2728,1092,422,5
2729,1093,349,3
2730,1094,33,3
2731,1095,34,5
2732,1095,459,1
2733,1096,237,2
2734,1096,103,1
2735,1096,262,5
2736,1096,71,2
2737,1097,363,5
2738,1098,320,1
2739,1099,185,5
2740,1099,19,4
2741,1099,391,4
2742,1100,476,4
2743,1100,267,3
2744,1100,414,2
2745,1100,280,4
2746,1101,93,4
2747,1101,212,1
2748,1101,3,1
2749,1102,223,1
2750,1103,265,3
2751,1104,332,4
2752,1104,43,5
2753,1104,482,2
2754,1104,282,4
2755,1105,267,4
2756,1105,119,1
2757,1106,364,5
2758,1106,387,5
2759,1106,18,3
2760,1106,1,2
2761,1107,178,3
2762,1108,128,2
2763,1108,28,1
2764,1108,347,2
2765,1109,110,1
2766,1109,266,2
2767,1110,21,4
2768,1110,148,1
2769,1110,173,4
2770,1111,372,2
2771,1111,306,3
2772,1111,433,2
2773,1112,29,2
2774,1113,454,4
2775,1113,440,5
2776,1114,345,5
2777,1114,429,4
2778,1114,30,2
2779,1115,224,3
2780,1115,290,5
2781,1116,457,3
2782,1116,16,2
2783,1116,390,1
2784,1117,3,2
2785,1117,84,1
2786,1118,12,5
2787,1118,188,4
2788,1119,262,1
2789,1119,33,4
2790,1119,484,1
2791,1120,428,5
2792,1120,124,2
2793,1121,23,2
2794,1122,329,3
2795,1123,468,5
2796,1123,245,3
2797,1123,23,3
2798,1123,376,1
2799,1124,91,3
2800,1124,431,1
2801,1124,424,2
2802,1125,319,1
2803,1125,101,4
2804,1125,178,5
2805,1126,421,2
2806,1126,29,2
2807,1126,172,3
2808,1126,371,3
2809,1127,235,4
2810,1127,324,3
2811,1127,185,1
2812,1128,80,5
2813,1129,130,5
2814,1129,176,3
2815,1129,9,3
2816,1130,246,1
2817,1130,373,3
2818,1130,342,5
2819,1131,6,2
2820,1131,150,4
2821,1132,477,5
2822,1132,306,5
2823,1132,203,4
2824,1133,330,4
2825,1134,438,3
2826,1134,474,2
2827,1134,432,3
2828,1135,211,5
2829,1135,479,4
2830,1135,370,5
2831,1136,493,5
2832,1136,493,5
2833,1136,137,5
2834,1137,238,5
2835,1137,121,1
2836,1137,389,4
2837,1137,23,2
2838,1138,243,2
2839,1139,392,2
2840,1139,429,5
2841,1139,498,2
2842,1140,50,5
2843,1140,176,3
2844,1140,440,1
2845,1140,117,5
2846,1141,186,3
2847,1142,354,3
2848,1143,97,3
2849,1143,74,3
2850,1143,71,3
2851,1143,491,4
2852,1144,172,2
2853,1144,292,3
2854,1144,377,5
2855,1145,398,2
2856,1146,492,3
2857,1146,82,1
2858,1146,120,4
2859,1146,167,3
2860,1147,373,5
2861,1147,399,5
2862,1148,391,4
2863,1148,318,1
2864,1148,76,3
2865,1149,275,1
2866,1149,481,5
2867,1149,391,4
2868,1150,206,1
2869,1150,328,2
2870,1151,286,4
2871,1151,74,3
2872,1151,27,1
2873,1152,42,5
2874,1152,173,5
2875,1153,211,2
2876,1154,288,3
2877,1154,62,1
2878,1154,429,2
2879,1154,238,5
2880,1155,386,2
2881,1156,486,1
2882,1156,121,3
2883,1156,105,4
2884,1156,192,3
2885,1157,255,3
2886,1157,268,5
2887,1158,1,5
2888,1158,424,5
2889,1159,79,5
2890,1159,293,3
2891,1159,276,1
2892,1159,408,5
2893,1160,88,1
2894,1160,484,1
2895,1160,102,1
2896,1160,389,3
2897,1161,117,1
2898,1161,37,1
2899,1161,84,2
2900,1162,261,4
2901,1162,385,3
2902,1163,123,4
2903,1163,60,3
2904,1163,304,5
2905,1163,86,4
2906,1164,397,3
2907,1165,119,2
2908,1166,261,2
2909,1166,19,2
2910,1167,280,2
2911,1167,452,5
2912,1167,280,3
2913,1168,92,1
2914,1169,428,1
2915,1169,362,4
2916,1169,290,1
2917,1170,329,1
2918,1171,153,2
2919,1171,127,3
2920,1171,232,1
2921,1171,370,1
2922,1172,210,5
2923,1172,59,2
2924,1173,5,1
2925,1173,32,1
2926,1173,259,2
2927,1173,146,5
2928,1174,169,2
2929,1175,204,1
2930,1175,56,3
2931,1176,187,3
2932,1176,495,1
2933,1176,186,3
2934,1177,338,3
2935,1177,135,5
2936,1177,405,5
2937,1177,311,4
2938,1178,475,3
2939,1178,297,2
2940,1179,325,3
2941,1179,180,3
2942,1179,10,3
2943,1179,424,4
2944,1180,456,4
2945,1180,498,4
2946,1180,276,2
2947,1180,170,1
2948,1181,433,1
2949,1181,249,2
2950,1181,187,1
2951,1182,445,1
2952,1182,120,2
2953,1183,205,3
2954,1183,192,3
2955,1183,257,4
2956,1183,263,1
2957,1184,39,2
2958,1184,131,3
2959,1184,192,3
2960,1185,72,4
2961,1186,430,1
2962,1186,260,4
2963,1187,206,2
2964,1187,338,4
2965,1187,143,3
2966,1188,213,2
2967,1188,297,4
2968,1189,113,5
2969,1189,130,2
2970,1189,299,4
2971,1189,400,5
2972,1190,429,1
2973,1190,114,4
2974,1190,498,2
2975,1190,311,4
2976,1191,462,1
2977,1191,493,3
2978,1192,259,5
2979,1192,490,3
2980,1192,401,1
2981,1193,241,2
2982,1193,77,3
2983,1194,58,5
2984,1194,313,1
2985,1194,154,1
2986,1194,58,4
2987,1195,336,4
2988,1195,427,5
2989,1195,447,5
2990,1196,120,4
2991,1196,208,4
2992,1196,57,3
2993,1196,166,1
2994,1197,24,2
2995,1197,149,4
2996,1197,422,3
2997,1197,58,4
2998,1198,352,3
2999,1199,338,1
3000,1199,420,4
3001,1200,487,2
3002,1200,31,1
3003,1200,81,3
3004,1200,351,3
3005,1201,371,5
3006,1202,354,2
3007,1202,248,2
3008,1202,109,3
3009,1203,290,1
3010,1203,401,4
3011,1203,268,3
3012,1204,338,5
3013,1204,48,5
3014,1205,332,5
3015,1205,445,3
3016,1205,60,5
3017,1206,152,4
3018,1206,78,2
3019,1207,258,4
3020,1208,322,5
3021,1209,142,3
3022,1210,402,4
3023,1210,120,1
3024,1210,4,2
3025,1210,109,2
3026,1211,458,1
3027,1211,209,5
3028,1211,157,4
3029,1212,276,3
3030,1212,252,4
3031,1213,69,3
3032,1214,169,2
3033,1214,242,2
3034,1215,489,5
3035,1215,224,5
3036,1216,424,1
3037,1216,386,4
3038,1216,334,1
3039,1216,237,5
3040,1217,465,5
3041,1217,136,3
3042,1218,59,1
3043,1219,89,4
3044,1219,351,5
3045,1219,425,3
3046,1220,259,2
3047,1220,46,5
3048,1220,438,4
3049,1221,174,1
3050,1221,5,5
3051,1221,154,1
3052,1222,330,3
3053,1222,387,5
3054,1222,483,3
3055,1223,463,4
3056,1224,450,2
3057,1224,405,1
3058,1224,400,2
3059,1225,30,1
3060,1225,121,5
3061,1225,448,4
3062,1225,300,3
3063,1226,114,4
3064,1227,90,3
3065,1227,80,1
3066,1227,431,4
3067,1227,415,4
3068,1228,135,5
3069,1228,210,5
3070,1229,136,1
3071,1229,212,2
3072,1229,456,4
3073,1230,112,3
3074,1230,154,4
3075,1230,18,2
3076,1231,83,5
3077,1231,139,1
3078,1231,95,2
3079,1232,312,3
3080,1232,335,3
3081,1233,383,5
3082,1233,2,1
3083,1233,88,5
3084,1234,274,3
3085,1235,100,1
3086,1235,487,2
3087,1235,68,3
3088,1236,452,3
3089,1236,489,2
3090,1236,286,5
3091,1237,175,2
3092,1238,235,2
3093,1238,484,5
3094,1238,157,5
3095,1238,486,3
3096,1239,31,5
3097,1240,15,3
3098,1241,204,2
3099,1242,25,3
3100,1243,288,5
3101,1244,228,3
3102,1244,78,4
3103,1245,231,2
3104,1245,47,1
3105,1246,424,4
3106,1247,159,2
3107,1247,437,4
3108,1248,442,4
3109,1249,40,3
3110,1249,113,5
3111,1250,197,3
3112,1250,62,2
3113,1250,331,1
3114,1251,362,2
3115,1251,234,3
3116,1252,304,3
3117,1252,50,4
3118,1253,413,3
3119,1253,183,4
3120,1254,91,5
3121,1255,92,2
3122,1256,500,1
3123,1256,346,3
3124,1256,124,2
3125,1256,409,3
3126,1257,382,2
3127,1257,251,3
3128,1257,204,1
3129,1258,246,2
3130,1258,318,3
3131,1258,272,3
3132,1258,71,5
3133,1259,438,2
3134,1259,242,3
3135,1260,50,4
3136,1260,433,4
3137,1261,352,5
3138,1262,486,2
3139,1262,6,1
3140,1262,54,1
3141,1262,348,4
3142,1263,123,2
3143,1263,57,4
3144,1263,40,4
