wishlist_id,user_id,product_id,product_name,category,brand,price,quantity,date_added,priority,availability_status,rating,review_count,discount,final_price,currency,location,device_type,user_segment,notes
18443,29957,11353,Often Detail,Smartphones,Sony,2836.1,2,2024-04-23,Low,In Stock,1.1,2188,0.45,1559.86,USD,Mexico,Laptop,Professional,Want performance red herself crime step discuss.
18444,36666,6972,Term Property,Components,Sony,439.71,4,2024-01-18,Low,In Stock,3.4,260,0.34,290.21,USD,Spain,Laptop,Student,Glass peace evidence try.
18445,38131,701,Career Low,Smartphones,Asus,1278.21,4,2024-01-21,Low,In Stock,1.5,4120,0.03,1239.86,USD,Argentina,Tablet,Student,Whose maybe follow need friend.
18446,4102,987,Run Heavy,Smartphones,Dell,1998.9,2,2025-05-15,Medium,Preorder,2.8,3788,0.28,1439.21,USD,Canada,Desktop,Casual,Hundred interesting throw Congress number than.
18447,3387,2232,Pay Hear,Accessories,LG,738.94,1,2024-03-16,Medium,Preorder,1.4,2114,0.16,620.71,USD,Argentina,Tablet,Student,Mention represent center.
18448,11886,335,None However,Components,Sony,1204.75,2,2024-11-07,Medium,Out of Stock,3.7,2978,0.09,1096.32,USD,Argentina,Mobile,Gamer,Career operation peace window or half.
18449,41868,15877,Light Candidate,Components,LG,1779.23,4,2025-06-23,Low,In Stock,2.4,3988,0.34,1174.29,USD,Mexico,Desktop,Gamer,Able within later people.
18450,7538,17247,Side From,Accessories,Dell,398.29,4,2025-11-15,Low,Preorder,4.5,2518,0.1,358.46,USD,Spain,Mobile,Student,Evening oil finally interesting director play actually.
18451,46598,10489,Deep None,Smartphones,Asus,1153.24,4,2025-10-17,Low,Preorder,4.8,4431,0.17,957.19,USD,Spain,Tablet,Student,Present capital add including girl focus.
18452,39878,9266,Bank Safe,Components,Dell,1235.68,3,2024-05-08,Low,In Stock,3.2,951,0.41,729.05,USD,Canada,Laptop,Casual,Draw check small body build.
18453,28978,4140,Ball Week,Laptops,Dell,1352.54,3,2024-01-16,Medium,In Stock,2.9,1076,0.25,1014.4,USD,Argentina,Laptop,Student,Answer any million without by.
18454,4015,10657,Where Talk,Components,Sony,1972.1,1,2025-10-25,Low,Out of Stock,3.0,254,0.39,1202.98,USD,USA,Laptop,Casual,Main PM blood ok simply would probably.
18455,6156,10345,Moment Success,Components,LG,668.05,2,2025-09-16,Low,Preorder,2.8,3345,0.39,407.51,USD,Spain,Tablet,Professional,Imagine affect attention claim popular.
18456,25349,8534,Fight Few,Laptops,Sony,2766.19,2,2025-06-30,Medium,Out of Stock,4.5,2468,0.4,1659.71,USD,Canada,Laptop,Student,Hand early similar responsibility.
18457,46593,4069,Treatment None,Components,Dell,2740.78,1,2024-11-18,Low,In Stock,3.3,3138,0.49,1397.8,USD,Argentina,Desktop,Professional,Consumer Mrs see trial single news night agreement.
18458,16800,12274,Degree Close,Smartphones,Asus,863.44,3,2024-02-17,Low,Preorder,2.7,1077,0.13,751.19,USD,USA,Desktop,Professional,She trip box professional government.
18459,24806,7529,Life Reveal,Accessories,Apple,1590.08,3,2024-04-10,Medium,In Stock,3.0,44,0.24,1208.46,USD,USA,Laptop,Gamer,Collection produce item cover man.
18460,29281,13204,Security President,Laptops,Samsung,1862.56,4,2025-01-16,Medium,Preorder,3.7,4031,0.46,1005.78,USD,Argentina,Laptop,Casual,Change hundred court feel.
18461,11436,4965,Last Think,Audio,HP,2058.98,4,2024-05-20,High,Preorder,1.7,4503,0.39,1255.98,USD,Canada,Desktop,Professional,Full TV majority miss.
18462,2458,6336,Study Hit,Audio,Asus,643.89,2,2025-06-03,High,Preorder,2.6,4921,0.26,476.48,USD,Argentina,Desktop,Student,Room section word.
18463,11223,4603,Section Building,Laptops,LG,1984.85,2,2025-05-02,High,In Stock,3.8,4803,0.15,1687.12,USD,Canada,Laptop,Student,Who customer democratic community spring spring.
18464,39663,3059,Sound Dinner,Audio,HP,429.33,1,2025-03-09,Low,Preorder,4.7,3467,0.36,274.77,USD,USA,Desktop,Casual,So end those allow no expect.
18465,14269,17999,Early Yet,Audio,Apple,1282.08,2,2025-03-24,High,Out of Stock,4.8,1044,0.33,858.99,USD,USA,Mobile,Gamer,Wind challenge point decade letter west miss.
18466,43489,15944,Present Government,Audio,Asus,1284.29,4,2024-05-07,Medium,Out of Stock,4.1,1578,0.28,924.69,USD,Canada,Mobile,Student,Church including theory then.
18467,33036,9789,Majority Thing,Accessories,Asus,1454.42,4,2025-04-07,Low,In Stock,4.1,1243,0.06,1367.15,USD,USA,Tablet,Casual,South throughout off sister.
18468,4739,4365,Message Any,Laptops,Apple,290.67,3,2025-04-17,High,Out of Stock,2.8,4702,0.44,162.78,USD,Mexico,Mobile,Gamer,Enter defense easy may green.
18469,2134,3161,Open Operation,Audio,HP,46.91,1,2024-12-26,Medium,In Stock,4.9,2131,0.39,28.62,USD,Mexico,Laptop,Professional,Machine purpose run relationship.
18470,33496,11340,Keep Often,Smartphones,Dell,2252.29,1,2025-03-31,High,Preorder,4.9,2803,0.31,1554.08,USD,Argentina,Desktop,Casual,Bring reflect point year.
18471,48810,383,More Congress,Components,HP,603.39,3,2024-04-08,Medium,Preorder,4.9,465,0.09,549.08,USD,Mexico,Laptop,Professional,Best else speak executive our time.
18472,636,7193,Federal Sound,Monitors,Samsung,975.58,1,2025-08-15,High,Preorder,2.5,2336,0.32,663.39,USD,Spain,Mobile,Student,Office record majority price watch.
18473,22384,13197,His Put,Components,LG,2155.66,4,2024-09-16,Medium,In Stock,3.1,3464,0.47,1142.5,USD,Mexico,Mobile,Casual,West site some talk reflect.
18474,19065,19394,Window Image,Audio,Sony,2083.34,2,2024-06-12,Low,Out of Stock,4.4,2801,0.36,1333.34,USD,Spain,Desktop,Professional,Fish that mouth my.
18475,42515,18043,Ground Paper,Monitors,Apple,2764.87,3,2024-05-09,Low,Out of Stock,4.0,1014,0.17,2294.84,USD,Mexico,Desktop,Casual,In address century born give north build.
18476,49944,5432,Eight Represent,Smartphones,Samsung,1231.36,2,2025-10-21,High,Preorder,4.8,3196,0.07,1145.16,USD,USA,Laptop,Gamer,Standard reflect land I.
18477,48258,9993,Seven Relationship,Accessories,Samsung,1892.25,1,2025-05-10,High,Out of Stock,4.2,2051,0.17,1570.57,USD,Spain,Tablet,Professional,Movie travel party laugh house.
18478,7508,14273,Gas Piece,Smartphones,HP,240.74,3,2025-05-15,High,Out of Stock,1.8,1203,0.05,228.7,USD,Argentina,Laptop,Gamer,Decide each subject worker statement.
18479,34609,18774,Option Million,Audio,Asus,579.16,2,2025-09-26,Medium,Out of Stock,1.9,4080,0.28,417.0,USD,Mexico,Laptop,Student,Item prove important.
18480,31301,14063,Animal Western,Monitors,Acer,1422.48,2,2023-12-28,Low,In Stock,4.5,1539,0.47,753.91,USD,Spain,Desktop,Professional,Explain show writer meeting movement.
18481,23263,14350,Song Look,Monitors,Asus,2557.59,4,2025-05-04,Low,Preorder,2.3,4277,0.05,2429.71,USD,USA,Desktop,Gamer,Land then better day drive I.
18482,41962,16793,Four How,Smartphones,Samsung,1586.27,2,2025-11-23,Medium,Out of Stock,2.7,2585,0.49,809.0,USD,Canada,Desktop,Casual,At central role picture pull tax site.
18483,20289,10245,Great Crime,Components,Asus,1892.8,1,2024-04-29,Low,Out of Stock,2.8,4960,0.14,1627.81,USD,USA,Tablet,Casual,Hand president piece buy her hospital Mrs.
18484,9918,1296,Who Level,Accessories,Asus,404.93,1,2025-09-10,Low,In Stock,4.8,1590,0.4,242.96,USD,Argentina,Laptop,Casual,Reflect brother discover live media standard.
18485,37743,15784,Near Street,Audio,Samsung,2780.49,4,2024-06-05,Medium,In Stock,2.4,3736,0.17,2307.81,USD,Spain,Tablet,Professional,Mention career line call really body better.
18486,8256,12733,Kitchen Free,Accessories,Asus,1733.85,3,2025-08-14,High,In Stock,2.7,1535,0.35,1127.0,USD,Spain,Desktop,Gamer,Situation company head.
18487,21140,1521,Director Green,Monitors,LG,922.19,4,2025-08-21,Low,Out of Stock,2.0,1411,0.37,580.98,USD,Argentina,Laptop,Student,Where house maybe this rest rich word throw.
18488,49528,18297,Analysis Ability,Accessories,Asus,605.03,1,2025-10-19,Medium,In Stock,1.7,3117,0.03,586.88,USD,Mexico,Desktop,Casual,Chair guy executive respond opportunity trade score.
18489,47415,7192,Forget Hot,Smartphones,Dell,2627.01,3,2024-11-10,Medium,In Stock,3.5,2216,0.28,1891.45,USD,USA,Desktop,Gamer,Player how garden family current difficult.
18490,12590,13510,Start Measure,Laptops,Dell,484.27,2,2025-02-10,High,Out of Stock,3.6,2844,0.01,479.43,USD,Argentina,Desktop,Casual,True raise say however bring usually fund.
18491,44044,15374,Relate Adult,Accessories,Acer,334.27,3,2024-03-06,Low,In Stock,4.1,3760,0.45,183.85,USD,Argentina,Desktop,Gamer,Second million size central.
18492,28588,19618,Keep Common,Accessories,Asus,2882.79,4,2024-07-05,Medium,In Stock,2.5,2684,0.11,2565.68,USD,Spain,Mobile,Gamer,Usually nor until interesting on travel.
18493,40342,7245,Film Real,Audio,LG,2522.11,4,2024-10-28,Medium,In Stock,3.6,2296,0.17,2093.35,USD,Canada,Tablet,Gamer,Cup according walk fire.
18494,43506,13789,Marriage Imagine,Accessories,Sony,2873.6,3,2024-08-22,Medium,Preorder,4.4,1443,0.1,2586.24,USD,Mexico,Desktop,Professional,Old everything serious size already experience.
18495,18757,3145,Market Design,Components,Acer,1667.12,1,2024-09-06,Medium,Preorder,1.5,2240,0.13,1450.39,USD,Spain,Desktop,Student,Could fight between five.
18496,12953,9971,Law Condition,Accessories,HP,2542.86,1,2023-12-27,Medium,Preorder,2.0,1125,0.03,2466.57,USD,Canada,Desktop,Professional,Road team wife oil yourself maybe.
18497,46207,9741,To Wish,Components,Sony,1656.67,2,2025-07-07,Medium,Out of Stock,1.0,1875,0.36,1060.27,USD,Canada,Laptop,Gamer,Business cultural with person.
18498,24177,19741,Whole Meet,Accessories,Samsung,472.17,3,2025-05-07,High,Out of Stock,4.6,1813,0.44,264.42,USD,Canada,Mobile,Gamer,Son role away hospital manager for key.
18499,15850,8239,Affect Network,Accessories,Acer,2082.24,2,2024-04-14,High,Preorder,2.8,3387,0.21,1644.97,USD,Mexico,Tablet,Gamer,Together arrive dark radio play.
18500,26210,13950,Anything It,Smartphones,Asus,87.32,2,2025-09-14,High,In Stock,1.2,1530,0.27,63.74,USD,Spain,Laptop,Gamer,Personal not gas station chair seven.
18501,24331,18145,Physical Far,Components,HP,889.46,3,2024-12-21,Medium,In Stock,3.3,1185,0.03,862.78,USD,Mexico,Desktop,Student,Add floor analysis pass market.
18502,29034,8661,Indicate Agency,Components,Asus,903.67,1,2024-06-02,High,Out of Stock,4.1,1314,0.4,542.2,USD,Spain,Tablet,Professional,Goal their data view of.
18503,4668,12910,Issue Against,Audio,Sony,2755.07,1,2025-03-30,Medium,In Stock,2.2,1186,0.37,1735.69,USD,USA,Desktop,Gamer,Exactly leader man employee since.
18504,15836,4321,Difference Dark,Audio,Sony,1640.81,4,2024-03-17,Low,In Stock,3.9,213,0.18,1345.46,USD,Spain,Mobile,Casual,Man building business least whether lose.
18505,28214,16544,Community Rule,Audio,Samsung,1335.4,1,2024-04-23,High,Out of Stock,1.8,2037,0.04,1281.98,USD,USA,Desktop,Student,Police table law include last.
18506,25623,13731,Majority Animal,Components,Apple,1989.73,3,2023-11-29,High,Preorder,3.7,383,0.23,1532.09,USD,Mexico,Tablet,Professional,Black respond candidate such.
18507,43232,11735,Per Claim,Accessories,Asus,2709.88,3,2024-03-29,Low,In Stock,1.2,2977,0.33,1815.62,USD,Canada,Tablet,Gamer,Simple town science purpose time.
18508,26084,15441,Young Thing,Accessories,Apple,635.29,2,2024-04-20,Medium,Out of Stock,2.4,2625,0.4,381.17,USD,USA,Desktop,Student,Body who house law impact reach minute.
18509,36591,2526,System Language,Accessories,Asus,965.76,4,2025-07-02,High,Out of Stock,1.4,2125,0.31,666.37,USD,Spain,Desktop,Professional,Yard some ready various camera season.
18510,11369,6309,Carry Good,Monitors,Apple,1228.2,3,2025-03-04,Medium,In Stock,3.1,2140,0.29,872.02,USD,Canada,Desktop,Gamer,Pay money ok human evidence music political.
18511,27529,2191,Behind Decade,Monitors,Dell,2544.03,4,2024-11-26,High,In Stock,1.9,4211,0.15,2162.43,USD,Canada,Desktop,Casual,Air scene board for.
18512,36256,12151,Stage Himself,Smartphones,Dell,2371.5,1,2025-02-23,Medium,Preorder,2.1,2127,0.2,1897.2,USD,Canada,Desktop,Professional,Inside item affect part effort different yet.
18513,26460,797,Current Land,Smartphones,Samsung,2252.06,3,2024-03-13,Medium,Out of Stock,1.2,691,0.24,1711.57,USD,Spain,Desktop,Professional,For idea young own study leg.
18514,34007,12413,Financial Large,Components,HP,2683.91,4,2024-12-27,Medium,In Stock,3.4,625,0.11,2388.68,USD,Canada,Tablet,Student,Thousand show whether.
18515,8832,5681,Fight Goal,Monitors,Dell,2231.06,3,2024-05-26,Medium,Out of Stock,4.1,282,0.29,1584.05,USD,USA,Mobile,Gamer,Market just compare former discover.
18516,5427,12609,Star Not,Audio,Dell,773.39,4,2024-11-11,Low,In Stock,2.9,2446,0.36,494.97,USD,Argentina,Mobile,Casual,System lawyer style conference organization north.
18517,8908,6451,Try According,Monitors,Dell,2530.1,1,2025-03-04,Low,Preorder,4.6,2642,0.18,2074.68,USD,Mexico,Tablet,Gamer,Range media eight official child become according.
18518,28267,9223,Both Conference,Smartphones,Acer,2911.45,2,2024-01-16,High,Preorder,2.3,3579,0.13,2532.96,USD,Argentina,Laptop,Professional,Yeah situation Republican quality subject particular.
18519,18313,14032,So Maintain,Accessories,Dell,2997.3,1,2025-07-06,Medium,In Stock,2.0,1803,0.05,2847.44,USD,Mexico,Tablet,Casual,Exactly story box clearly simple.
18520,26943,15718,Seven Discussion,Accessories,Samsung,659.78,3,2024-05-27,Low,Preorder,4.6,4392,0.0,659.78,USD,Canada,Desktop,Gamer,Lead suffer common list company area.
18521,36475,15784,Think Public,Audio,Samsung,1638.31,4,2025-09-26,Low,In Stock,3.9,1264,0.18,1343.41,USD,Canada,Laptop,Casual,Media decide hold energy send.
18522,45679,9180,Travel Court,Audio,Dell,1543.84,3,2025-08-16,High,Preorder,1.8,1849,0.49,787.36,USD,Mexico,Mobile,Casual,View compare program when.
18523,13036,8813,Threat Treatment,Components,HP,2694.45,4,2025-06-25,Medium,Out of Stock,2.2,3362,0.34,1778.34,USD,USA,Mobile,Student,Network impact buy increase.
18524,7918,3946,Remain Physical,Monitors,Apple,312.38,2,2025-07-23,Medium,Out of Stock,2.9,4433,0.12,274.89,USD,Canada,Tablet,Gamer,Author local reflect here my provide father travel.
18525,1530,767,Loss Point,Laptops,Sony,765.88,2,2025-02-01,High,Out of Stock,1.3,2522,0.36,490.16,USD,Argentina,Laptop,Gamer,Tree race rule him must.
18526,31962,15459,Final Energy,Monitors,Apple,876.16,3,2023-12-27,Low,Out of Stock,1.2,4170,0.26,648.36,USD,Canada,Mobile,Gamer,Effort protect store apply structure last.
18527,36300,3314,My Decide,Components,Asus,2939.84,2,2025-04-01,Medium,Out of Stock,1.5,2150,0.4,1763.9,USD,Canada,Desktop,Professional,Build next customer change risk however listen.
18528,22755,7777,Capital Them,Components,Dell,1561.01,2,2024-06-21,Medium,Out of Stock,2.2,660,0.46,842.95,USD,Canada,Laptop,Casual,Mouth ok doctor condition.
18529,28323,5762,Today Front,Monitors,Acer,597.94,3,2025-01-05,High,In Stock,4.2,1397,0.18,490.31,USD,Argentina,Laptop,Gamer,When value avoid.
18530,37353,18023,Participant Middle,Smartphones,Dell,2053.0,2,2024-04-03,Low,Preorder,1.2,4028,0.47,1088.09,USD,Spain,Tablet,Professional,Really deal whole think tend reduce bad anyone.
18531,30107,1505,Material Assume,Components,HP,1723.13,4,2024-12-17,High,Out of Stock,4.8,4669,0.01,1705.9,USD,Spain,Desktop,Student,Beat get feel could lawyer.
18532,19765,15057,Writer Over,Audio,Acer,1446.66,2,2024-03-06,Low,Out of Stock,1.2,3465,0.02,1417.73,USD,Canada,Tablet,Casual,Morning three assume American people prepare either.
18533,4803,19542,Lot Here,Laptops,Asus,335.44,1,2024-11-10,High,Out of Stock,4.9,3856,0.16,281.77,USD,USA,Desktop,Student,Onto mother strong.
18534,20912,2837,Quickly Race,Smartphones,Acer,2877.09,3,2024-10-22,High,Out of Stock,3.8,2049,0.24,2186.59,USD,Canada,Mobile,Casual,Suddenly church lose one candidate become stand.
18535,6787,14170,Community Though,Accessories,Acer,2041.42,2,2025-04-18,High,Out of Stock,4.8,2814,0.49,1041.12,USD,Argentina,Desktop,Gamer,Foot truth charge hospital fish sort.
18536,28161,5413,Window Ahead,Smartphones,Asus,1952.47,2,2024-12-21,High,Preorder,4.6,3828,0.13,1698.65,USD,Canada,Desktop,Student,While for whether film.
18537,32146,10778,Attorney West,Smartphones,Dell,2698.35,3,2024-03-23,Low,In Stock,3.1,3452,0.11,2401.53,USD,Canada,Mobile,Student,Account culture increase expert.
18538,30055,19010,Quality Lot,Monitors,LG,2972.88,1,2024-01-03,Low,In Stock,2.6,2644,0.1,2675.59,USD,USA,Laptop,Gamer,Worker choice hard night difference never.
18539,2812,3213,Poor Wind,Accessories,Sony,1389.61,3,2024-07-19,Low,Preorder,1.1,3188,0.07,1292.34,USD,USA,Tablet,Student,Society get tree wonder call skin specific.
18540,45499,14628,Throughout Understand,Monitors,Apple,2922.01,3,2025-05-27,Medium,Out of Stock,1.2,157,0.4,1753.21,USD,Canada,Mobile,Gamer,Better each pressure read local value five adult.
18541,38173,12,Mother Each,Smartphones,Apple,1070.27,2,2024-01-15,Low,In Stock,3.3,3605,0.3,749.19,USD,Mexico,Desktop,Gamer,List action draw street.
18542,22119,19862,Pretty Simple,Laptops,Acer,179.1,3,2025-06-30,Medium,Out of Stock,2.0,3561,0.11,159.4,USD,Spain,Laptop,Casual,Need agree realize both gun.
18543,5695,8789,While While,Audio,Dell,224.7,4,2025-07-05,Medium,Out of Stock,1.7,1167,0.24,170.77,USD,USA,Desktop,Professional,Result into wife thing.
18544,15732,15667,Just Big,Accessories,LG,2974.75,2,2024-01-02,High,Preorder,4.7,4689,0.16,2498.79,USD,Argentina,Tablet,Professional,No value bag effect little.
18545,27541,12499,Forget Attorney,Smartphones,Sony,265.07,1,2024-01-19,High,Out of Stock,1.6,1449,0.27,193.5,USD,Canada,Laptop,Student,Evidence civil article collection seem here last.
18546,21076,19068,Section On,Laptops,Apple,1577.13,1,2025-04-18,High,In Stock,3.3,3077,0.36,1009.36,USD,USA,Tablet,Professional,Air purpose relate economy scientist.
18547,1249,17012,Individual Common,Audio,Asus,1503.58,3,2025-02-02,Medium,Out of Stock,4.5,820,0.47,796.9,USD,Argentina,Mobile,Professional,Kind great consider such particularly usually thought.
18548,6001,2105,Practice Social,Smartphones,Asus,1599.14,4,2024-05-24,High,Preorder,4.5,2100,0.38,991.47,USD,Argentina,Tablet,Student,Decision war nor within.
18549,30863,2913,Attack Course,Smartphones,Samsung,1104.08,1,2025-10-04,High,Out of Stock,3.1,2931,0.42,640.37,USD,Canada,Mobile,Casual,Month church plan skill.
18550,6802,9717,Air Measure,Audio,Acer,1204.75,1,2024-03-28,Low,In Stock,2.3,1257,0.46,650.57,USD,Mexico,Desktop,Student,Easy street door.
18551,25687,18909,Organization Table,Smartphones,Dell,843.81,2,2024-10-25,High,In Stock,4.6,226,0.32,573.79,USD,Mexico,Desktop,Casual,Foreign all prove relate organization third performance.
18552,36246,14571,Person Play,Laptops,Apple,89.9,1,2024-06-21,Low,In Stock,4.4,571,0.24,68.32,USD,Canada,Tablet,Professional,Reflect beat watch trip form whatever future.
18553,27683,6987,Thing Understand,Laptops,Sony,1869.97,1,2024-06-19,High,Out of Stock,3.6,3028,0.26,1383.78,USD,USA,Laptop,Student,Billion high capital hit act vote road.
18554,39204,14579,Generation We,Monitors,LG,879.7,4,2024-12-13,High,Preorder,4.7,4352,0.11,782.93,USD,Canada,Desktop,Professional,Again but crime laugh help car.
18555,47622,5292,Best Base,Accessories,Asus,1881.4,1,2024-08-06,Low,Out of Stock,2.4,57,0.01,1862.59,USD,Argentina,Desktop,Student,Bag we fine nearly.
18556,37305,14291,Newspaper Lead,Audio,Asus,1567.37,1,2025-04-16,Low,Preorder,3.5,38,0.4,940.42,USD,USA,Tablet,Professional,Mr yes age production within president bring.
18557,44665,18353,Very Box,Smartphones,Dell,1780.66,4,2025-01-22,High,Out of Stock,4.3,346,0.33,1193.04,USD,USA,Desktop,Professional,Level reason senior he start responsibility.
18558,22286,16524,Local Month,Audio,Acer,1755.94,1,2024-07-14,High,In Stock,2.4,452,0.46,948.21,USD,Mexico,Laptop,Gamer,Hundred run might trip green poor.
18559,42487,14786,Team Wide,Smartphones,Sony,2065.14,2,2025-03-07,Medium,In Stock,2.4,58,0.26,1528.2,USD,Argentina,Tablet,Gamer,Interesting man responsibility history action human to.
18560,40382,9261,Subject Number,Accessories,Acer,2556.59,3,2024-01-13,Medium,Out of Stock,1.9,4276,0.36,1636.22,USD,Spain,Desktop,Professional,Professor here challenge if three.
18561,33851,1441,Condition Simply,Components,Dell,467.9,3,2024-05-18,Medium,In Stock,3.3,374,0.22,364.96,USD,Argentina,Tablet,Casual,Trade develop team reveal century outside.
18562,12339,4758,Relate Provide,Components,HP,2023.32,4,2024-04-14,Medium,Out of Stock,3.9,2530,0.28,1456.79,USD,Argentina,Tablet,Professional,Big draw thank finish instead believe.
18563,32314,12415,Be Hand,Audio,Samsung,2624.56,1,2024-12-30,High,In Stock,2.9,4991,0.0,2624.56,USD,Argentina,Mobile,Gamer,Technology agree relationship act decision difficult.
18564,10254,8249,Service Yeah,Smartphones,LG,2382.15,4,2024-08-20,High,Preorder,4.6,4911,0.09,2167.76,USD,Argentina,Laptop,Casual,Cause join such Congress.
18565,47579,14323,Deep Democratic,Laptops,Apple,1597.18,2,2023-12-28,High,Out of Stock,3.7,3960,0.39,974.28,USD,Argentina,Tablet,Casual,Sure city guess total.
18566,33745,3633,Usually Grow,Audio,Sony,2632.27,4,2024-01-17,High,Preorder,1.7,4749,0.02,2579.62,USD,Argentina,Mobile,Gamer,Fear bed anyone drive college foreign.
18567,1628,944,Machine Fund,Smartphones,HP,2080.83,4,2024-03-06,Low,Out of Stock,3.9,1486,0.02,2039.21,USD,USA,Desktop,Student,Major because environment tree about.
18568,28512,2352,Kid Tend,Smartphones,Acer,1597.09,4,2024-12-24,Medium,Out of Stock,3.9,1381,0.08,1469.32,USD,USA,Laptop,Gamer,Subject color few into bar.
18569,28610,8181,Others Official,Monitors,Dell,1310.36,2,2023-12-03,High,Preorder,3.1,2656,0.04,1257.95,USD,Canada,Desktop,Professional,Score enjoy record.
18570,34951,13958,Language Apply,Smartphones,Sony,2700.57,2,2025-02-06,Low,Preorder,2.3,103,0.04,2592.55,USD,Mexico,Desktop,Professional,Ago upon play yard add.
18571,38945,18767,Early Court,Audio,HP,1537.31,2,2025-05-25,High,Preorder,4.8,1834,0.32,1045.37,USD,Canada,Laptop,Gamer,Section sit notice baby.
18572,5039,3297,Red Better,Accessories,Samsung,2730.21,4,2024-05-26,Low,Preorder,1.2,2008,0.11,2429.89,USD,Mexico,Mobile,Student,Its staff have check.
18573,37766,9180,Officer Republican,Accessories,Samsung,2196.13,2,2024-07-05,Low,In Stock,4.9,2309,0.18,1800.83,USD,Canada,Tablet,Professional,Recognize foot say friend will measure.
18574,19793,9705,Lawyer He,Laptops,Asus,2555.64,4,2024-02-14,Low,Out of Stock,2.0,2734,0.24,1942.29,USD,Canada,Mobile,Gamer,Sense official deep easy.
18575,45885,2486,Fight Effect,Monitors,Apple,90.15,1,2024-01-29,Low,In Stock,2.6,4657,0.47,47.78,USD,Spain,Tablet,Gamer,Work green model edge mention skill hot.
18576,14575,12234,Although Record,Accessories,LG,2366.75,4,2024-05-17,Low,In Stock,2.3,1646,0.35,1538.39,USD,Canada,Desktop,Casual,When effect blood glass matter threat.
18577,9107,9293,Plant Toward,Smartphones,Samsung,1293.03,1,2024-02-26,High,Out of Stock,4.6,3417,0.01,1280.1,USD,Canada,Desktop,Student,Each there herself coach.
18578,13119,8721,Smile Successful,Accessories,LG,999.81,1,2025-11-14,Low,In Stock,2.1,1682,0.03,969.82,USD,Canada,Desktop,Gamer,Short fact rich send early environment amount.
18579,45695,13403,Bed Adult,Accessories,HP,983.82,1,2025-08-29,Medium,In Stock,3.7,867,0.44,550.94,USD,Spain,Mobile,Professional,Box gas factor leave specific perhaps appear.
18580,9152,5223,Central Travel,Laptops,Sony,2398.17,3,2024-08-28,Medium,In Stock,4.1,1811,0.34,1582.79,USD,Mexico,Desktop,Casual,Our life professional join various two film.
18581,44159,2207,Charge Move,Audio,LG,1856.94,4,2025-07-12,Medium,In Stock,3.9,773,0.04,1782.66,USD,Canada,Tablet,Student,Record study law teacher lay system.
18582,3250,16215,Young Age,Monitors,HP,927.91,1,2025-06-14,High,Preorder,1.0,1686,0.21,733.05,USD,Argentina,Desktop,Professional,Rise think another hospital stand ground crime.
18583,48255,3176,Music Sit,Components,Acer,1013.33,4,2024-03-08,Low,In Stock,1.4,2322,0.32,689.06,USD,USA,Laptop,Gamer,Speak life pattern several term space.
18584,13343,5760,Door Throw,Components,HP,621.4,4,2024-09-08,High,Out of Stock,3.9,4008,0.19,503.33,USD,Canada,Laptop,Gamer,Several drive prevent couple production occur since tell.
18585,26140,8967,Possible Identify,Components,Samsung,1897.64,3,2024-06-25,High,In Stock,4.5,4173,0.08,1745.83,USD,USA,Laptop,Casual,Loss buy particular president professional baby maybe movie.
18586,28747,11448,This Media,Accessories,Dell,125.93,1,2025-10-16,Low,Out of Stock,2.8,1811,0.49,64.22,USD,Spain,Desktop,Gamer,He tonight decision among brother national party.
18587,45520,6530,Fear Ground,Monitors,Acer,2661.22,4,2024-10-04,Low,In Stock,2.6,371,0.32,1809.63,USD,Canada,Laptop,Casual,Help political hot.
18588,18204,8813,Bring Campaign,Monitors,Asus,1439.82,4,2025-06-30,Medium,Out of Stock,2.0,1640,0.02,1411.02,USD,USA,Desktop,Professional,Peace spring result forget service great others.
18589,8653,14094,Smile Produce,Monitors,HP,2864.99,3,2025-02-25,High,In Stock,1.6,4151,0.16,2406.59,USD,Mexico,Desktop,Casual,Fact everybody center recently.
18590,4037,911,Republican Car,Monitors,LG,870.28,4,2024-05-14,Low,Preorder,4.2,4170,0.23,670.12,USD,Mexico,Mobile,Casual,Truth hotel thus establish eye.
18591,36691,12689,Laugh Others,Accessories,Asus,789.3,1,2024-03-23,Medium,In Stock,1.5,1282,0.02,773.51,USD,Spain,Desktop,Gamer,Blood let last provide ask.
18592,4987,5503,Write Relationship,Components,Sony,1608.38,2,2024-12-19,Medium,Preorder,1.8,1008,0.05,1527.96,USD,Spain,Laptop,Professional,Peace on rest.
18593,22844,10989,Enough Us,Laptops,Asus,2791.04,2,2024-11-30,Low,Out of Stock,1.2,4655,0.47,1479.25,USD,Canada,Mobile,Professional,Eat else police man director.
18594,23094,746,Value Bill,Laptops,Asus,1545.98,4,2024-03-31,High,Out of Stock,1.0,4307,0.16,1298.62,USD,Argentina,Laptop,Professional,Suddenly them sell another.
18595,39508,12337,Wife Physical,Laptops,HP,579.5,4,2025-09-22,Low,Out of Stock,4.0,798,0.33,388.26,USD,Mexico,Tablet,Professional,Recognize least about particularly effort Congress.
18596,21971,13455,Account Also,Audio,Apple,2017.31,4,2024-02-26,High,Preorder,1.3,4261,0.07,1876.1,USD,Argentina,Tablet,Gamer,Son partner expect lose very drug arm.
18597,30231,15522,White Last,Smartphones,Apple,365.48,1,2025-02-02,High,Out of Stock,3.3,2287,0.1,328.93,USD,USA,Laptop,Gamer,Interesting build field society stay first under stage.
