id,id,wishlist_id,product_id,quantity
26270,,7828,98,3
26271,,7828,558,5
26272,,7829,1271,3
26273,,7829,1029,4
26274,,7829,1553,3
26275,,7830,1524,2
26276,,7830,1784,1
26277,,7830,1549,3
26278,,7830,107,5
26279,,7831,1622,4
26280,,7832,794,4
26281,,7832,1631,4
26282,,7832,1738,2
26283,,7833,107,5
26284,,7834,810,5
26285,,7834,363,3
26286,,7834,801,1
26287,,7835,153,1
26288,,7835,1355,1
26289,,7835,1308,3
26290,,7836,286,4
26291,,7836,282,3
26292,,7836,853,1
26293,,7836,1329,1
26294,,7837,1175,5
26295,,7837,930,4
26296,,7837,1169,2
26297,,7837,1729,5
26298,,7838,541,2
26299,,7839,1234,3
26300,,7839,559,5
26301,,7839,695,4
26302,,7839,1952,2
26303,,7840,751,1
26304,,7840,1863,1
26305,,7841,461,4
26306,,7841,1888,2
26307,,7841,558,5
26308,,7841,1950,3
26309,,7841,270,1
26310,,7841,679,3
26311,,7841,873,1
26312,,7842,1103,2
26313,,7842,372,2
26314,,7842,1881,5
26315,,7842,1475,5
26316,,7842,1984,3
26317,,7842,1075,3
26318,,7842,857,4
26319,,7843,1476,1
26320,,7843,624,3
26321,,7844,990,1
26322,,7844,1624,4
26323,,7844,1296,1
26324,,7844,1656,3
26325,,7845,445,1
26326,,7845,1323,3
26327,,7846,1058,4
26328,,7847,716,2
26329,,7847,583,4
26330,,7847,1423,5
26331,,7847,99,3
26332,,7847,742,3
26333,,7847,373,3
26334,,7847,982,4
26335,,7847,578,1
26336,,7847,991,5
26337,,7848,616,5
26338,,7848,642,3
26339,,7849,1343,3
26340,,7850,1529,1
26341,,7850,234,2
26342,,7850,766,4
26343,,7851,1007,1
26344,,7851,102,2
26345,,7851,1221,5
26346,,7851,1887,4
26347,,7851,949,5
26348,,7852,906,5
26349,,7852,1620,1
26350,,7852,422,1
26351,,7852,1237,5
26352,,7853,1755,1
26353,,7853,214,1
26354,,7854,1306,4
26355,,7854,1248,2
26356,,7854,87,3
26357,,7855,131,5
26358,,7855,835,2
26359,,7855,959,4
26360,,7855,426,3
26361,,7855,22,4
26362,,7855,1159,5
26363,,7856,1768,3
26364,,7856,462,2
26365,,7856,136,1
26366,,7856,1392,1
26367,,7857,660,3
26368,,7857,1838,4
26369,,7858,945,1
26370,,7858,493,2
26371,,7858,161,1
26372,,7858,1165,1
26373,,7858,1867,2
26374,,7859,1941,4
26375,,7859,1005,5
26376,,7860,340,2
26377,,7860,904,2
26378,,7861,1439,1
26379,,7861,1093,1
26380,,7862,485,4
26381,,7862,788,3
26382,,7862,1945,2
26383,,7862,1691,4
26384,,7862,1125,1
26385,,7863,1810,2
26386,,7863,748,5
26387,,7863,1692,2
26388,,7863,1342,2
26389,,7863,456,3
26390,,7864,1235,5
26391,,7864,299,1
26392,,7865,237,5
26393,,7865,1246,3
26394,,7865,1857,1
26395,,7865,394,1
26396,,7865,1297,5
26397,,7867,1853,2
26398,,7867,1109,1
26399,,7867,448,1
26400,,7868,953,3
26401,,7868,1149,2
26402,,7869,1225,3
26403,,7869,813,1
26404,,7869,1080,1
26405,,7869,1560,3
26406,,7871,432,4
26407,,7871,131,3
26408,,7872,846,5
26409,,7873,941,4
26410,,7873,507,3
26411,,7874,346,2
26412,,7874,1559,3
26413,,7875,1275,3
26414,,7875,1760,1
26415,,7875,1469,1
26416,,7875,1255,2
26417,,7876,1210,3
26418,,7876,1641,1
26419,,7876,1959,1
26420,,7876,1253,2
26421,,7876,1428,4
26422,,7876,1439,4
26423,,7877,1355,2
26424,,7877,937,4
26425,,7877,419,2
26426,,7877,591,5
26427,,7878,698,4
26428,,7878,1531,5
26429,,7878,596,3
26430,,7878,1635,2
26431,,7878,382,2
26432,,7879,959,5
26433,,7880,1185,5
26434,,7882,629,3
26435,,7882,125,2
26436,,7882,1513,1
26437,,7882,1136,1
26438,,7883,577,3
26439,,7883,1228,1
26440,,7883,960,5
26441,,7883,1144,1
26442,,7883,341,1
26443,,7883,1523,1
26444,,7884,403,5
26445,,7884,306,1
26446,,7884,1812,1
26447,,7884,1645,1
26448,,7884,220,5
26449,,7885,1639,3
26450,,7885,947,5
26451,,7885,836,1
26452,,7885,822,5
26453,,7886,437,3
26454,,7886,220,3
26455,,7886,1203,1
26456,,7887,1279,2
26457,,7887,1890,5
26458,,7888,1780,3
26459,,7889,1456,3
26460,,7889,385,1
26461,,7889,1089,5
26462,,7889,877,1
26463,,7889,134,2
26464,,7890,1906,1
26465,,7891,630,5
26466,,7891,1187,1
26467,,7891,971,5
26468,,7892,1220,1
26469,,7892,981,1
26470,,7892,1699,5
26471,,7892,969,1
26472,,7893,878,2
26473,,7894,1613,2
26474,,7894,394,2
26475,,7894,838,4
26476,,7894,900,3
26477,,7895,1221,1
26478,,7895,1738,1
26479,,7896,1011,2
26480,,7896,1061,3
26481,,7896,259,4
26482,,7896,1907,1
26483,,7897,1594,2
26484,,7897,479,2
26485,,7898,1642,5
26486,,7898,188,4
26487,,7898,1155,5
26488,,7898,808,3
26489,,7899,396,2
26490,,7900,1332,5
26491,,7901,748,5
26492,,7901,865,3
26493,,7901,531,2
26494,,7901,352,5
26495,,7901,748,1
26496,,7902,1087,4
26497,,7902,1794,4
26498,,7902,1329,1
26499,,7902,1877,5
26500,,7903,207,3
26501,,7903,1355,2
26502,,7903,952,4
26503,,7904,72,3
26504,,7904,1124,2
26505,,7904,1867,5
26506,,7904,889,3
26507,,7906,1704,2
26508,,7906,1463,5
26509,,7907,556,4
26510,,7907,180,2
26511,,7907,503,2
26512,,7907,1371,1
26513,,7908,1335,4
26514,,7908,432,2
26515,,7908,768,1
26516,,7908,1945,3
26517,,7908,69,5
26518,,7908,1670,5
26519,,7909,1435,2
26520,,7909,28,4
26521,,7909,968,2
26522,,7911,1296,5
26523,,7911,44,5
26524,,7911,1640,4
26525,,7911,1830,3
26526,,7912,766,2
26527,,7912,1499,2
26528,,7913,451,1
26529,,7913,1461,3
26530,,7913,714,4
26531,,7914,1363,2
26532,,7914,1185,4
26533,,7914,1341,1
26534,,7914,1082,5
26535,,7914,233,5
26536,,7915,1366,2
26537,,7916,1935,2
26538,,7916,172,4
26539,,7916,1224,5
26540,,7916,1945,2
26541,,7916,931,2
26542,,7917,1211,5
26543,,7917,219,5
26544,,7917,600,3
26545,,7917,1705,1
26546,,7918,97,3
26547,,7918,1197,5
26548,,7918,1517,3
26549,,7920,42,3
26550,,7921,456,3
26551,,7921,1986,2
26552,,7922,1893,2
26553,,7922,59,5
26554,,7923,973,4
26555,,7923,1515,2
26556,,7923,1492,1
26557,,7923,1504,4
26558,,7923,488,1
26559,,7923,1285,4
26560,,7923,1181,2
26561,,7924,271,4
26562,,7924,176,2
26563,,7924,590,4
26564,,7924,53,4
26565,,7924,944,2
26566,,7924,456,3
26567,,7925,1701,4
26568,,7925,56,3
26569,,7925,1963,3
26570,,7925,565,4
26571,,7926,253,3
26572,,7927,421,2
26573,,7927,1836,3
26574,,7927,1670,5
26575,,7927,1337,4
26576,,7928,1028,1
26577,,7928,1363,3
26578,,7928,490,2
26579,,7928,1943,3
26580,,7928,538,4
26581,,7928,1058,4
26582,,7929,90,4
26583,,7929,1276,3
26584,,7929,1034,5
26585,,7929,1395,4
26586,,7930,51,3
26587,,7931,831,4
26588,,7932,582,4
26589,,7932,331,5
26590,,7932,1198,1
26591,,7932,1134,2
26592,,7932,1473,2
26593,,7932,1934,2
26594,,7933,1893,3
26595,,7933,531,5
26596,,7933,86,4
26597,,7934,1353,3
26598,,7934,517,4
26599,,7934,1691,5
26600,,7934,1027,2
26601,,7934,1107,4
26602,,7935,1602,4
26603,,7935,1773,2
26604,,7936,1271,1
26605,,7937,797,3
26606,,7937,1279,5
26607,,7937,987,4
26608,,7937,1922,2
26609,,7937,369,2
26610,,7938,1029,2
26611,,7938,785,3
26612,,7938,1559,3
26613,,7938,1777,2
26614,,7938,11,2
26615,,7938,347,2
26616,,7940,227,5
26617,,7940,1298,2
26618,,7940,303,2
26619,,7940,783,3
26620,,7941,630,1
26621,,7941,1382,3
26622,,7941,1491,3
26623,,7941,1976,4
26624,,7941,1168,1
26625,,7941,1305,4
26626,,7942,631,2
26627,,7942,1610,2
26628,,7942,1776,1
26629,,7942,703,3
26630,,7943,861,1
26631,,7943,1684,1
26632,,7943,504,4
26633,,7943,1298,5
26634,,7943,1322,1
26635,,7943,1887,2
26636,,7943,897,5
26637,,7943,1524,5
26638,,7943,505,1
26639,,7943,938,2
26640,,7944,847,2
26641,,7944,467,5
26642,,7944,315,2
26643,,7944,1514,5
26644,,7944,214,3
26645,,7945,1008,3
26646,,7945,770,5
26647,,7946,884,2
26648,,7946,640,2
26649,,7946,233,4
26650,,7947,1430,2
26651,,7947,1904,2
26652,,7947,485,4
26653,,7947,1865,2
26654,,7947,592,4
26655,,7947,1560,3
26656,,7948,1962,3
26657,,7948,665,3
26658,,7948,1491,2
26659,,7948,1096,4
26660,,7948,1421,1
26661,,7948,1415,4
26662,,7949,1790,5
26663,,7949,190,3
26664,,7949,938,3
26665,,7949,1822,2
26666,,7951,472,1
26667,,7951,240,1
26668,,7951,757,3
26669,,7951,1827,5
26670,,7951,829,4
26671,,7952,597,3
26672,,7953,303,5
26673,,7953,404,2
26674,,7954,16,2
26675,,7954,1727,3
26676,,7954,986,3
26677,,7954,1471,2
26678,,7955,170,1
26679,,7955,731,2
26680,,7955,1049,3
26681,,7955,415,1
26682,,7956,100,4
26683,,7956,561,1
26684,,7956,924,3
26685,,7956,556,2
26686,,7956,1543,3
26687,,7956,205,2
26688,,7957,1213,3
26689,,7957,564,4
26690,,7957,1323,2
26691,,7958,190,5
26692,,7958,447,5
26693,,7958,1841,4
26694,,7958,389,5
26695,,7958,724,5
26696,,7959,1865,2
26697,,7959,1986,2
26698,,7959,545,5
26699,,7960,693,3
26700,,7960,1397,5
26701,,7961,1637,2
26702,,7961,664,4
26703,,7961,1056,1
26704,,7961,1144,5
26705,,7962,1185,1
26706,,7962,1828,1
26707,,7962,1269,2
26708,,7962,328,2
26709,,7963,1457,5
26710,,7963,1884,5
26711,,7964,594,2
26712,,7964,207,2
26713,,7964,861,3
26714,,7964,1382,2
26715,,7964,1936,3
26716,,7964,1013,2
26717,,7965,1059,3
26718,,7965,121,3
26719,,7965,257,4
26720,,7966,1708,1
26721,,7966,1848,5
26722,,7967,1992,5
26723,,7967,1443,4
26724,,7968,1793,5
26725,,7968,1993,5
26726,,7968,652,4
26727,,7968,961,4
26728,,7968,921,4
26729,,7969,1823,2
26730,,7969,1305,3
26731,,7970,198,5
26732,,7970,66,5
26733,,7970,849,3
26734,,7971,707,2
26735,,7971,1706,4
26736,,7971,1936,4
26737,,7971,1750,1
26738,,7972,1764,5
26739,,7972,1501,3
26740,,7972,1947,2
26741,,7973,1080,1
26742,,7973,940,1
26743,,7973,89,1
26744,,7973,1548,1
26745,,7973,1786,3
26746,,7973,813,1
26747,,7973,196,5
26748,,7974,679,1
26749,,7974,1191,3
26750,,7975,1543,5
26751,,7975,336,4
26752,,7976,1965,3
26753,,7976,916,3
26754,,7976,1953,2
26755,,7977,681,2
26756,,7977,371,4
26757,,7977,869,2
26758,,7977,445,4
26759,,7978,1926,1
26760,,7978,1693,1
26761,,7978,67,2
26762,,7979,649,5
26763,,7979,1434,2
26764,,7979,1090,3
26765,,7979,1282,1
26766,,7980,1777,4
26767,,7980,889,1
26768,,7980,1453,5
26769,,7980,1761,5
26770,,7980,159,3
26771,,7981,54,5
26772,,7981,1376,2
26773,,7981,452,5
26774,,7981,1513,1
26775,,7983,902,1
26776,,7983,287,4
26777,,7984,24,5
26778,,7984,764,5
26779,,7984,1850,4
26780,,7984,529,4
26781,,7984,1113,2
26782,,7985,1569,2
26783,,7985,1599,2
26784,,7986,1937,3
26785,,7986,200,2
26786,,7986,678,1
26787,,7987,14,4
26788,,7987,1098,4
26789,,7987,468,2
26790,,7987,1961,3
26791,,7987,1844,3
26792,,7987,1640,5
26793,,7987,356,3
26794,,7987,1792,1
26795,,7988,1405,4
26796,,7988,1568,4
26797,,7989,1975,2
26798,,7989,1264,5
26799,,7989,990,2
26800,,7989,454,4
26801,,7990,453,4
26802,,7990,1681,4
26803,,7990,679,3
26804,,7990,1413,4
26805,,7990,516,5
26806,,7990,1039,4
26807,,7990,199,2
26808,,7991,1315,4
26809,,7991,1540,4
26810,,7991,516,4
26811,,7992,1554,1
26812,,7992,1555,2
26813,,7992,1170,4
26814,,7993,891,1
26815,,7993,1938,1
26816,,7994,1704,5
26817,,7995,144,3
26818,,7995,593,5
26819,,7995,1384,4
26820,,7995,759,4
26821,,7995,1153,2
26822,,7995,534,1
26823,,7996,1230,5
26824,,7996,1457,2
26825,,7996,1029,2
26826,,7996,1508,3
26827,,7996,1243,3
26828,,7996,174,5
26829,,7997,607,1
26830,,7997,491,5
26831,,7997,333,2
26832,,7997,122,2
26833,,7998,773,2
26834,,7998,1420,1
26835,,7999,1825,3
26836,,7999,1260,1
26837,,8000,1158,4
26838,,8000,840,4
26839,,8001,1900,2
26840,,8001,1622,4
26841,,8002,1806,2
26842,,8002,1142,3
26843,,8002,73,1
26844,,8003,65,4
26845,,8004,287,4
26846,,8004,341,4
26847,,8004,58,1
26848,,8004,380,3
26849,,8004,1588,3
26850,,8004,1062,3
26851,,8004,1015,2
26852,,8004,724,3
26853,,8004,1667,3
26854,,8004,1872,4
26855,,8005,1040,5
26856,,8005,500,5
26857,,8005,1351,2
26858,,8005,7,2
26859,,8005,1549,5
26860,,8005,1893,1
26861,,8005,1470,4
26862,,8005,624,2
26863,,8006,1558,3
26864,,8006,650,2
26865,,8006,9,2
26866,,8006,1495,5
26867,,8007,1892,1
26868,,8007,527,5
26869,,8008,1464,4
26870,,8009,1896,2
26871,,8009,1402,3
26872,,8009,1755,3
26873,,8009,837,4
26874,,8010,1009,4
26875,,8010,157,3
26876,,8010,1153,5
26877,,8010,812,5
26878,,8011,1927,5
26879,,8011,1308,5
26880,,8011,69,5
26881,,8012,533,4
26882,,8012,476,4
26883,,8012,1535,4
26884,,8013,1961,1
26885,,8013,1876,2
26886,,8013,931,4
26887,,8013,57,3
26888,,8014,322,5
26889,,8014,1553,4
26890,,8014,482,4
26891,,8014,305,2
26892,,8015,1208,3
26893,,8015,74,2
26894,,8015,860,5
26895,,8015,1504,2
26896,,8015,1070,4
26897,,8016,1952,3
26898,,8016,322,2
26899,,8016,69,1
26900,,8017,731,5
26901,,8017,412,5
26902,,8017,278,3
26903,,8017,330,1
26904,,8017,1652,4
26905,,8018,671,5
26906,,8018,671,1
26907,,8018,104,2
26908,,8019,1608,1
26909,,8019,1334,4
26910,,8019,7,2
26911,,8019,1925,2
26912,,8019,848,4
26913,,8019,460,4
26914,,8019,1691,3
26915,,8020,673,5
26916,,8020,1959,4
26917,,8020,1202,5
26918,,8020,1206,3
26919,,8021,1552,5
26920,,8021,1035,4
26921,,8021,773,4
26922,,8021,1536,5
26923,,8022,1073,5
26924,,8022,1035,5
26925,,8022,536,5
26926,,8023,1863,4
26927,,8023,1110,1
26928,,8023,1312,1
26929,,8023,932,3
26930,,8024,531,2
26931,,8024,1814,1
26932,,8024,124,4
26933,,8024,1247,3
26934,,8024,911,2
26935,,8025,149,1
26936,,8026,1814,4
26937,,8026,415,1
26938,,8027,1451,1
26939,,8028,899,2
26940,,8028,1536,2
26941,,8028,580,2
26942,,8028,1540,1
26943,,8028,23,3
26944,,8028,1295,2
26945,,8029,1378,2
26946,,8030,1851,3
26947,,8030,863,3
26948,,8030,1480,4
26949,,8031,100,4
26950,,8031,161,2
26951,,8032,1422,3
26952,,8032,587,4
26953,,8033,479,1
26954,,8034,337,2
26955,,8034,1719,1
26956,,8035,974,5
26957,,8035,1941,5
26958,,8035,1470,5
26959,,8035,403,4
26960,,8036,302,4
26961,,8036,330,3
26962,,8037,484,1
26963,,8037,1582,3
26964,,8037,1650,2
26965,,8038,1028,1
26966,,8038,1299,3
26967,,8038,101,3
26968,,8039,719,3
26969,,8039,569,5
26970,,8039,1905,3
26971,,8039,558,4
26972,,8039,1902,4
26973,,8039,403,3
26974,,8040,91,5
26975,,8040,1703,3
26976,,8041,1955,2
26977,,8041,946,3
26978,,8041,719,1
26979,,8041,1771,1
26980,,8041,401,5
26981,,8041,1084,1
26982,,8042,1614,2
26983,,8042,536,4
26984,,8042,519,4
26985,,8042,738,5
26986,,8043,506,1
26987,,8043,938,2
26988,,8043,1056,2
26989,,8043,1551,5
26990,,8043,1959,5
26991,,8044,1863,4
26992,,8044,679,5
26993,,8044,1759,3
26994,,8045,1119,5
26995,,8045,1844,3
26996,,8045,1389,3
26997,,8046,1610,1
26998,,8046,342,2
26999,,8046,1795,5
27000,,8047,1260,3
27001,,8047,1943,2
27002,,8047,1870,4
27003,,8048,1101,2
27004,,8048,891,1
27005,,8048,611,5
27006,,8048,493,4
27007,,8048,342,3
27008,,8049,1016,1
27009,,8049,1548,4
27010,,8049,342,5
27011,,8049,815,4
27012,,8049,873,1
27013,,8049,639,1
27014,,8050,1729,3
27015,,8050,380,4
27016,,8050,683,2
27017,,8051,380,4
27018,,8051,942,1
27019,,8052,1994,1
27020,,8052,1440,2
27021,,8052,1276,2
27022,,8053,1032,3
27023,,8053,1601,5
27024,,8053,2000,4
27025,,8053,1164,4
27026,,8053,1055,4
27027,,8054,611,3
27028,,8054,837,1
27029,,8055,1620,2
27030,,8056,803,5
27031,,8057,1252,1
27032,,8057,1688,3
27033,,8057,1977,3
27034,,8057,1139,5
27035,,8057,450,2
27036,,8058,97,3
27037,,8058,103,5
27038,,8058,65,2
27039,,8058,850,5
27040,,8058,1310,2
27041,,8058,1655,1
27042,,8059,725,5
27043,,8059,1253,5
27044,,8060,1359,1
27045,,8060,1374,2
27046,,8060,1332,4
27047,,8060,1342,1
27048,,8060,472,5
27049,,8060,1117,1
27050,,8061,1481,4
27051,,8061,253,4
27052,,8062,1791,4
27053,,8062,1948,4
27054,,8063,1175,3
27055,,8063,267,2
27056,,8063,1912,1
27057,,8063,1910,1
27058,,8063,1572,3
27059,,8063,1908,3
27060,,8064,1016,3
27061,,8064,1922,1
27062,,8065,577,3
27063,,8065,346,1
27064,,8065,282,3
27065,,8065,867,1
27066,,8065,1441,4
27067,,8066,1668,3
27068,,8066,1682,4
27069,,8066,224,2
27070,,8067,53,2
27071,,8067,1583,4
27072,,8067,651,2
27073,,8067,735,2
27074,,8067,1241,1
27075,,8068,542,1
27076,,8068,1590,3
27077,,8068,1413,3
27078,,8069,443,4
27079,,8070,1830,4
27080,,8071,530,5
27081,,8071,155,4
27082,,8071,1229,3
27083,,8071,1835,4
27084,,8072,497,3
27085,,8072,1627,5
27086,,8072,1568,5
27087,,8072,434,1
27088,,8072,1545,5
27089,,8073,1504,5
27090,,8073,1533,1
27091,,8073,1251,3
27092,,8073,529,1
27093,,8073,1090,2
27094,,8073,520,1
27095,,8074,1796,1
27096,,8074,551,5
27097,,8074,299,5
27098,,8074,1630,4
27099,,8074,360,4
27100,,8074,1132,5
27101,,8074,231,1
27102,,8074,165,5
27103,,8075,1393,1
27104,,8075,1105,3
27105,,8075,810,4
27106,,8075,956,3
27107,,8075,1716,1
27108,,8075,1681,3
27109,,8075,1355,1
27110,,8076,808,2
27111,,8076,454,2
27112,,8076,740,4
27113,,8076,933,5
27114,,8076,1563,5
27115,,8077,1229,4
27116,,8077,1648,1
27117,,8077,1090,3
27118,,8077,1988,1
27119,,8078,1269,3
27120,,8078,340,3
27121,,8079,1068,5
27122,,8079,1953,1
27123,,8079,1728,1
27124,,8079,1650,2
27125,,8079,968,2
27126,,8079,735,4
27127,,8080,870,4
27128,,8080,1128,3
27129,,8081,1795,5
27130,,8082,1215,4
27131,,8083,1868,4
27132,,8084,372,5
27133,,8085,1266,3
27134,,8085,587,1
27135,,8086,343,2
27136,,8086,1579,3
27137,,8087,1182,1
27138,,8087,1285,4
27139,,8087,913,5
27140,,8088,1888,4
27141,,8088,701,4
27142,,8088,503,5
27143,,8089,1495,5
27144,,8090,284,2
27145,,8090,1212,2
27146,,8090,209,3
27147,,8091,1900,4
27148,,8091,573,4
27149,,8091,1139,3
27150,,8091,1960,2
27151,,8091,1771,5
27152,,8092,974,4
27153,,8092,51,1
27154,,8092,836,3
27155,,8093,80,3
27156,,8094,944,5
27157,,8094,1313,2
27158,,8094,1276,1
27159,,8094,1804,2
27160,,8094,229,5
27161,,8095,460,1
27162,,8095,11,5
27163,,8095,172,2
27164,,8096,364,5
27165,,8096,1409,4
27166,,8096,256,4
27167,,8097,455,4
27168,,8097,428,1
27169,,8097,870,3
27170,,8098,1763,3
27171,,8099,45,5
27172,,8099,1062,4
27173,,8099,367,2
27174,,8099,200,5
27175,,8100,374,2
27176,,8100,724,4
27177,,8101,1461,1
27178,,8102,692,1
27179,,8103,23,4
27180,,8103,1764,5
27181,,8103,900,3
27182,,8103,368,2
27183,,8103,526,5
27184,,8104,1250,5
27185,,8104,1173,2
27186,,8105,475,3
27187,,8105,260,4
27188,,8105,1889,4
27189,,8106,1872,4
27190,,8106,1844,4
27191,,8106,1992,2
27192,,8106,711,4
27193,,8106,1659,1
27194,,8107,1551,3
27195,,8107,467,4
27196,,8107,1018,5
27197,,8108,853,5
27198,,8108,994,2
27199,,8108,771,1
27200,,8109,1879,3
27201,,8109,644,5
27202,,8109,1803,4
27203,,8109,696,1
27204,,8110,1091,3
27205,,8110,479,4
27206,,8110,1440,3
27207,,8110,1209,1
27208,,8110,1355,5
27209,,8110,1927,1
27210,,8110,735,4
27211,,8112,1441,5
27212,,8112,124,2
27213,,8112,1399,5
27214,,8112,1597,1
27215,,8112,750,5
27216,,8113,1032,2
27217,,8113,1310,4
27218,,8113,171,1
27219,,8114,1623,3
27220,,8114,445,1
27221,,8114,724,1
27222,,8114,443,1
27223,,8114,24,1
27224,,8115,1843,3
27225,,8115,82,3
27226,,8115,1968,4
27227,,8115,1498,3
27228,,8115,901,4
27229,,8115,1608,2
27230,,8115,1219,2
27231,,8116,621,1
27232,,8116,1159,3
27233,,8117,1316,3
27234,,8117,141,5
27235,,8117,1662,1
27236,,8117,80,2
27237,,8118,1519,4
27238,,8118,271,1
27239,,8118,448,2
27240,,8118,474,1
27241,,8118,1046,5
27242,,8118,1810,5
27243,,8118,283,2
27244,,8119,818,5
27245,,8119,158,4
27246,,8119,447,5
27247,,8119,1499,5
27248,,8119,865,2
27249,,8120,543,5
27250,,8120,409,2
27251,,8120,435,5
27252,,8120,82,1
27253,,8120,1178,5
27254,,8120,1357,5
27255,,8120,969,1
27256,,8121,1967,2
27257,,8121,650,4
27258,,8121,1824,3
27259,,8122,114,5
27260,,8122,1506,5
27261,,8123,1480,1
27262,,8124,1857,5
27263,,8124,16,2
27264,,8124,193,3
27265,,8126,1502,5
27266,,8127,1360,2
27267,,8127,1593,4
27268,,8128,1549,4
27269,,8128,1216,4
27270,,8128,744,4
27271,,8128,1630,2
27272,,8128,1156,4
27273,,8129,1517,2
27274,,8129,1475,4
27275,,8129,1227,1
27276,,8129,1565,3
27277,,8129,1249,3
27278,,8129,1432,5
27279,,8129,570,2
27280,,8130,442,4
27281,,8130,184,5
27282,,8130,339,3
27283,,8131,1004,3
27284,,8131,1866,1
27285,,8131,1316,1
27286,,8132,1710,3
27287,,8132,1624,1
27288,,8132,1376,2
27289,,8132,215,3
27290,,8132,63,1
27291,,8132,803,4
27292,,8132,691,4
27293,,8133,911,3
27294,,8133,900,1
27295,,8133,1744,1
27296,,8134,1696,5
27297,,8134,1638,5
27298,,8134,198,5
27299,,8134,1810,2
27300,,8135,1952,2
27301,,8135,799,4
27302,,8135,1783,3
27303,,8136,999,2
27304,,8136,1314,5
27305,,8137,1554,1
27306,,8137,429,4
27307,,8137,801,3
27308,,8137,532,5
27309,,8138,250,1
27310,,8138,1572,3
27311,,8138,1098,4
27312,,8139,1060,2
27313,,8139,1799,2
27314,,8139,1248,2
27315,,8139,458,2
27316,,8140,1541,4
27317,,8140,1550,4
27318,,8141,1638,1
27319,,8141,342,3
27320,,8141,635,1
27321,,8142,1782,5
27322,,8142,1753,3
27323,,8142,1032,4
27324,,8143,7,5
27325,,8143,191,1
27326,,8143,1579,3
27327,,8144,595,5
27328,,8144,1022,5
27329,,8145,1189,1
27330,,8145,1456,2
27331,,8146,1160,1
27332,,8146,254,4
27333,,8146,811,5
27334,,8147,1142,2
27335,,8148,14,4
27336,,8148,1276,1
27337,,8148,1360,2
27338,,8148,1753,4
27339,,8148,106,3
27340,,8149,164,1
27341,,8149,416,1
27342,,8149,1677,1
27343,,8150,1381,1
27344,,8150,1997,5
27345,,8150,1767,5
27346,,8150,1141,1
27347,,8151,857,1
27348,,8151,466,2
27349,,8151,1634,5
27350,,8151,25,4
27351,,8152,751,4
27352,,8152,125,3
27353,,8152,1207,1
27354,,8152,590,3
27355,,8153,1243,3
27356,,8154,1096,4
27357,,8154,858,5
27358,,8155,183,5
27359,,8155,912,2
27360,,8155,1576,4
27361,,8155,885,4
27362,,8156,545,1
27363,,8156,859,2
27364,,8156,968,1
27365,,8156,198,3
27366,,8157,64,5
27367,,8157,867,5
27368,,8157,16,4
27369,,8158,912,1
27370,,8158,315,5
27371,,8159,695,5
27372,,8160,158,1
27373,,8161,1257,3
27374,,8162,1734,5
27375,,8162,600,4
27376,,8162,1170,3
27377,,8163,1499,5
27378,,8164,956,5
27379,,8164,1746,5
27380,,8164,1679,3
27381,,8164,187,1
27382,,8164,600,2
27383,,8164,388,4
27384,,8165,1592,2
27385,,8165,457,1
27386,,8165,901,1
27387,,8165,529,4
27388,,8166,247,5
27389,,8166,118,1
27390,,8166,491,3
27391,,8166,1289,4
27392,,8166,1754,3
27393,,8166,1360,3
27394,,8167,522,4
27395,,8167,344,5
27396,,8168,1040,4
27397,,8168,11,3
27398,,8168,1412,3
27399,,8168,1772,2
27400,,8168,1864,5
27401,,8168,1501,1
27402,,8168,1036,3
27403,,8168,1254,5
27404,,8169,147,1
27405,,8170,115,5
27406,,8170,396,1
27407,,8171,1744,5
27408,,8171,693,2
27409,,8172,1258,1
27410,,8172,667,5
27411,,8173,742,4
27412,,8173,1865,2
27413,,8173,17,1
27414,,8173,407,5
27415,,8174,383,3
27416,,8174,1013,4
27417,,8174,1815,1
27418,,8175,190,4
27419,,8175,75,4
27420,,8175,1026,1
27421,,8176,542,4
27422,,8177,1388,3
27423,,8178,1596,2
27424,,8179,1727,5
27425,,8179,1795,3
27426,,8179,1640,5
27427,,8179,850,5
27428,,8179,691,5
27429,,8179,385,4
27430,,8179,1032,5
27431,,8179,1213,2
27432,,8179,1746,2
27433,,8180,653,2
27434,,8180,1418,1
27435,,8180,1788,4
27436,,8180,1256,3
27437,,8180,1240,4
27438,,8180,1245,2
27439,,8180,1878,4
27440,,8181,897,1
27441,,8181,795,4
27442,,8181,734,5
27443,,8181,1994,1
27444,,8181,1652,1
27445,,8181,306,2
27446,,8181,1879,5
27447,,8181,448,2
27448,,8182,1927,2
27449,,8182,760,1
27450,,8182,162,5
27451,,8183,1391,1
27452,,8183,923,4
27453,,8183,1588,1
27454,,8184,1668,3
27455,,8184,671,4
27456,,8184,218,2
27457,,8184,1501,5
27458,,8184,1500,2
27459,,8185,476,2
27460,,8185,11,2
27461,,8186,868,2
27462,,8186,831,4
27463,,8186,1588,1
27464,,8186,931,5
27465,,8186,1418,3
27466,,8187,1514,2
27467,,8187,719,5
27468,,8188,427,1
27469,,8188,735,4
27470,,8188,5,2
27471,,8188,489,4
27472,,8188,1552,4
27473,,8189,1157,4
27474,,8189,592,5
27475,,8189,1860,5
27476,,8189,1021,5
27477,,8189,1475,2
27478,,8189,1426,2
27479,,8189,512,2
27480,,8190,375,4
27481,,8190,561,5
27482,,8190,640,1
27483,,8191,360,5
